month,day,hour,minute,temperature,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_type,dew_point,dhi,dni,fill_flag,ghi,relative_humidity,solar_zenith_angle,surface_albedo,pressure,precipitable_water,wind_direction,wind_speed,cdte,solar_azimuth_angle,0.2800_um,0.2805_um,0.2810_um,0.2815_um,0.2820_um,0.2825_um,0.2830_um,0.2835_um,0.2840_um,0.2845_um,0.2850_um,0.2855_um,0.2860_um,0.2865_um,0.2870_um,0.2875_um,0.2880_um,0.2885_um
1,1,0,0,0.005586592178770916,0.0,0.0,0.0,1.0,-3.9,0.0,0.0,0.0,0.0,39.89,-9999.0,0.13,983.0,0.8,49.0,0.2,0.0,108.28027386751216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0.00837988826815636,0.0,0.0,0.0,1.0,-3.5,0.0,0.0,0.0,0.0,40.79,-9999.0,0.13,984.0,0.8,55.0,0.2,0.0,112.68240647707644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0,0.1312849162011173,41.0,394.0,92.0,1.0,-3.2,41.0,394.0,0.0,0.08829174664107485,31.16,82.53,0.13,985.0,0.8,61.0,0.39999999999999997,0.9796024394443634,118.22428217149212,2.5358109923983507e-19,3.7790997786295795e-18,1.510755191416216e-17,2.3959418732204846e-16,1.28905573717198e-15,3.8610709868526076e-15,1.2327672130735195e-14,2.0981535134913328e-14,2.6137755121747763e-13,6.688666065469771e-13,1.3966617359372604e-12,6.1362832484373226e-12,2.1136277273385e-11,9.454614133381276e-11,2.5818302562333536e-10,8.66394764224066e-10,3.3800467073222072e-09,9.016733127093621e-09
1,1,3,0,0.22905027932960895,78.0,693.0,307.0,0.0,-3.2,78.0,693.0,0.0,0.29462571976967367,25.01,70.7,0.13,986.0,0.8,67.0,0.34545454545454546,0.9935634508362868,125.40893068028674,4.059814476900813e-19,6.068363393293537e-18,2.429549907366907e-17,3.8672305883419694e-16,2.0651799660744106e-15,6.1957923273854886e-15,2.0036749096603863e-14,3.4155286423491186e-14,4.278938598886844e-13,1.097617828648961e-12,2.3009057666867098e-12,1.0150415426194005e-11,3.5040256828336076e-11,1.573753129000358e-10,4.3114579889587954e-10,1.4536998112226522e-09,5.6418332484186755e-09,1.52782381568503e-08
1,1,4,0,0.35195530726256974,99.0,823.0,510.0,0.0,-3.8,99.0,823.0,0.0,0.4894433781190019,18.1,60.0,0.13,986.0,0.8,81.0,0.2909090909090909,0.9914335329126748,134.9972844373383,1.4250492381478124e-18,2.1275008812022164e-17,8.512957807959943e-17,1.3531570172457612e-15,7.219228069120988e-15,2.1640921511063873e-14,6.992463047170765e-14,1.1912547751617246e-13,1.489776299257802e-12,3.817936135862986e-12,7.993087633238292e-12,3.5215546028080665e-11,1.2147289723129354e-10,5.4479274062269e-10,1.4910175110163036e-09,5.0198350589394194e-09,1.9443536797338685e-08,5.25973426147799e-08
1,1,5,0,0.46089385474860334,111.0,889.0,667.0,0.0,-5.4,111.0,889.0,0.0,0.6401151631477927,12.73,51.26,0.13,984.0,0.8,75.0,0.2727272727272727,0.9887553678838824,147.94668358411616,3.513829994015049e-18,5.245234547752567e-17,2.0986434046715798e-16,3.3378764417725448e-15,1.798891449586659e-14,5.3948060841115186e-14,1.7243253432550308e-13,2.937500172796172e-13,3.675544383556748e-12,9.524810935296448e-12,1.974088303291551e-11,8.70594111744246e-11,3.0374520082755313e-10,1.3499913161324251e-09,3.74189881217471e-09,1.2504329285956897e-08,4.934991276856161e-08,1.3280823349538926e-07
1,1,6,0,0.5251396648044693,114.0,921.0,759.0,0.0,-6.1,114.0,921.0,0.0,0.7284069097888676,10.55,45.6,0.13,983.0,0.9,64.0,0.2,0.991006795003618,164.8099411161122,6.043043330372826e-18,9.127339648398738e-17,3.614487581473064e-16,5.753133404000329e-15,3.1037825714729e-14,9.314643119637871e-14,3.013670916509683e-13,5.082366896002429e-13,6.387330644462988e-12,1.6614053296910356e-11,3.4589396105186355e-11,1.5386323992031555e-10,5.391447682054423e-10,2.42466728562819e-09,6.7976467149244705e-09,2.3159236591777575e-08,9.441381362125147e-08,2.595766227198205e-07
1,1,7,0,0.5558659217877094,114.0,930.0,781.0,0.0,-6.0,114.0,930.0,0.0,0.7495201535508637,9.97,44.26,0.13,982.0,0.9,45.0,0.12727272727272726,0.9906682803250526,184.29434551179452,7.10120413086055e-18,1.0615427153021167e-16,4.2510494190718197e-16,6.772738987609535e-15,3.617993165358781e-14,1.0866178745235287e-13,3.5188302685050324e-13,5.935252822605035e-13,7.489009157312336e-12,1.9516293289052685e-11,4.078858752358691e-11,1.8433503732592576e-10,6.40700263054558e-10,2.899277770706892e-09,8.171102948282351e-09,2.8363697927211916e-08,1.1568173804958485e-07,3.202968487190808e-07
1,1,8,0,0.5754189944134077,110.0,916.0,728.0,0.0,-5.7,110.0,916.0,0.0,0.6986564299424184,9.78,47.58,0.13,981.0,0.9,22.0,0.12727272727272726,0.9917862244531066,202.97600338132133,5.0028920876765854e-18,7.470849409213016e-17,2.989104189743929e-16,4.754362086751762e-15,2.5361296869115684e-14,7.60772129879655e-14,2.459336416319942e-13,4.1904941227628726e-13,5.250645461038964e-12,1.3483845778894152e-11,2.798997729554295e-11,1.2522074482463949e-10,4.330029256811765e-10,1.934504669314178e-09,5.391178007359112e-09,1.8385564566595803e-08,7.304335679154945e-08,1.9892013024785945e-07
1,1,9,0,0.5782122905027933,104.0,865.0,604.0,0.0,-5.4,104.0,865.0,0.0,0.5796545105566219,9.91,54.74,0.13,980.0,0.9,15.0,0.1090909090909091,0.9937335490769028,218.1590884379732,2.5224755036360547e-18,3.7664475690256275e-17,1.5069105218043794e-16,2.395402247546133e-15,1.2908146054395948e-14,3.870760970352017e-14,1.237564407442374e-13,2.1070697022688457e-13,2.635521757021454e-12,6.754585058196158e-12,1.3991012023426136e-11,6.232777255558982e-11,2.1500242313011183e-10,9.542019907124602e-10,2.641357760169034e-09,8.895263061471754e-09,3.4536447138744386e-08,9.252716747748768e-08
