month,day,hour,minute,temperature,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_type,dew_point,dhi,dni,fill_flag,ghi,relative_humidity,solar_zenith_angle,surface_albedo,pressure,precipitable_water,wind_direction,wind_speed,cdte,solar_azimuth_angle,0.2800_um,0.2805_um,0.2810_um,0.2815_um,0.2820_um,0.2825_um,0.2830_um,0.2835_um,0.2840_um,0.2845_um,0.2850_um,0.2855_um,0.2860_um,0.2865_um,0.2870_um,0.2875_um,0.2880_um,0.2885_um
1,1,12,0,0.531818181818182,43.0,408.0,97.0,0.0,2.0,43.0,408.0,0.0,0.09584980237154149,21.99,82.37,0.11,960.0,0.6,355.0,0.0684931506849315,0.9672322489109324,242.6164220619756,2.7796031892371304e-19,4.140126907584078e-18,1.6374472868276765e-17,2.5969393497843793e-16,1.3817712658107914e-15,4.137758107920379e-15,1.3350888959354398e-14,2.246922165768097e-14,2.799569797876516e-13,7.160793921834089e-13,1.4797913245821565e-12,6.499299785716709e-12,2.2628799420367344e-11,1.0015004387001267e-10,2.734692880378383e-10,9.173435175708127e-10,3.540037990528254e-09,9.43863643237518e-09
1,1,13,0,0.4227272727272726,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,25.44,-9999.0,0.11,960.0,0.6,5.0,0.0821917808219178,0.0,247.52296385201885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,14,0,0.3500000000000001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27.93,-9999.0,0.11,961.0,0.6,16.0,0.1232876712328767,0.0,251.24457355684692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,15,0,0.2863636363636364,0.0,0.0,0.0,3.0,2.1,0.0,0.0,0.0,0.0,30.55,-9999.0,0.11,961.0,0.6,17.0,0.1506849315068493,0.0,254.00610129916512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,16,0,0.2318181818181818,0.0,0.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,32.58,-9999.0,0.11,961.0,0.6,18.0,0.1643835616438356,0.0,255.77103217445935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,17,0,0.19090909090909103,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,33.01,-9999.0,0.11,961.0,0.6,34.0,0.1780821917808219,0.0,255.95377774181645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,18,0,0.1454545454545455,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,33.45,-9999.0,0.11,960.0,0.6,63.0,0.1780821917808219,0.0,251.46765782639116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,19,0,0.09545454545454546,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,34.8,-9999.0,0.11,960.0,0.5,82.0,0.2054794520547945,0.0,202.81125276546848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,20,0,0.03181818181818186,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,37.45,-9999.0,0.11,959.0,0.5,95.0,0.2054794520547945,0.0,112.34504910169404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0,0.06818181818181823,26.0,292.0,48.0,4.0,0.0,26.0,19.0,3.0,0.0266798418972332,35.56,85.73,0.12,962.0,0.6,124.0,0.2602739726027397,1.010417944739418,115.86893321504095,9.626404740878384e-20,1.0912934655221745e-18,5.1017590962306944e-18,1.6808941314411091e-16,6.442611001674699e-16,2.126663176140182e-15,6.773748063672024e-15,7.280693942993159e-15,1.7054813052820774e-13,4.161362144626293e-13,7.517716134284906e-13,2.381309288516324e-12,1.2851576722075656e-11,5.084294880692106e-11,1.6668418266929534e-10,5.194647140146818e-10,1.401734282965986e-09,4.967934609670346e-09
1,2,3,0,0.2863636363636364,68.0,688.0,265.0,0.0,-2.1,68.0,688.0,0.0,0.2618577075098814,22.65,73.39,0.12,963.0,0.6,125.0,0.410958904109589,0.984121574056964,121.91384343667364,3.097693878954604e-19,4.6333762758128885e-18,1.8557693778983408e-17,2.9261026587381204e-16,1.5795451356836701e-15,4.741052813733284e-15,1.518012921280219e-14,2.5872861776312025e-14,3.212572884902661e-13,8.33750918304854e-13,1.730214681751943e-12,7.643902277724103e-12,2.6401023592942185e-11,1.1745024648654644e-10,3.255666878411817e-10,1.0992851454174318e-09,4.275761019805033e-09,1.1464731273585546e-08
1,2,4,0,0.4772727272727273,89.0,837.0,484.0,7.0,-0.9,159.0,496.0,0.0,0.3883399209486166,19.1,61.89,0.12,963.0,0.7,129.0,0.3013698630136986,1.0118710757148777,130.15169356213806,6.864924297676497e-19,8.113523765668102e-18,3.7084700682399727e-17,1.1227749817464757e-15,4.494046254672671e-15,1.470936582022838e-14,4.7005715622211175e-14,5.3198540499078936e-14,1.1590915767117273e-12,2.883806599946212e-12,5.279738143858492e-12,1.7393567023262175e-11,8.997862181357545e-11,3.563100762267056e-10,1.168515709025424e-09,3.6838232048522547e-09,1.0324555741145789e-08,3.579364941702775e-08
1,2,5,0,0.6727272727272726,101.0,916.0,665.0,7.0,-2.3,199.0,574.0,0.0,0.5464426877470355,13.36,51.96,0.12,962.0,0.7,143.0,0.1232876712328767,1.0071189383408277,141.61680699233187,1.70146110421308e-18,2.010914575251105e-17,9.189662013490775e-17,2.8161358830343085e-15,1.1121849879974935e-14,3.6443462005137664e-14,1.1632914280124606e-13,1.3167485788567417e-13,2.9089326844200618e-12,7.1470486580100406e-12,1.3109672907715142e-11,4.3173985512627424e-11,2.2370881116601682e-10,8.997048219292202e-10,2.9231307163066554e-09,9.242535547049874e-09,2.6250100301695132e-08,9.132301417425446e-08
1,2,6,0,0.7454545454545456,122.0,922.0,777.0,7.0,-2.1,251.0,563.0,0.0,0.6432806324110671,12.34,44.69,0.12,961.0,0.7,121.0,0.0958904109589041,1.0063912341162249,157.37365804429282,3.214649355873852e-18,3.7215786029411976e-17,1.7107807411986896e-16,5.353942888338628e-15,2.1051201704287652e-14,6.915128153005497e-14,2.2155209800776647e-13,2.484528730998189e-13,5.6135733989955986e-12,1.3873231893153802e-11,2.5655188395365297e-11,8.650750761984745e-11,4.5441156512078236e-10,1.8500685489968203e-09,6.0713910725499824e-09,1.9914768553695044e-08,6.245879947854463e-08,2.166038773754841e-07
1,2,7,0,0.790909090909091,124.0,938.0,826.0,7.0,-2.0,272.0,566.0,0.0,0.6877470355731224,11.81,41.5,0.12,960.0,0.7,102.0,0.1095890410958904,1.0055279148280951,177.09190302833622,4.464871898134026e-18,5.255137003897411e-17,2.392111421025082e-16,7.520449770588823e-15,2.9751917041131644e-14,9.822536047742468e-14,3.206886990883921e-13,3.6051672648431673e-13,8.1772261524245e-12,2.04993027333777e-11,3.891455504667165e-11,1.3883052320101476e-10,7.074220999354522e-10,2.9929506311636167e-09,9.823802434730176e-09,3.3357872037796025e-08,1.149465450925531e-07,3.857798072915256e-07
1,2,8,0,0.8090909090909091,123.0,930.0,799.0,0.0,-1.9,123.0,930.0,0.0,0.7895256916996047,11.59,43.32,0.12,959.0,0.7,98.0,0.1095890410958904,0.9818904376454588,197.4393345740693,7.548527219991636e-18,1.1290453960617497e-16,4.473582757220296e-16,7.136961007865342e-15,3.85752815777905e-14,1.1473417720101936e-13,3.7186102212661197e-13,6.277364765125269e-13,7.964712961374502e-12,2.061316562180009e-11,4.328486261784787e-11,1.9714207639479696e-10,6.877997067058894e-10,3.141872669290006e-09,8.832513719876666e-09,3.102561021907835e-08,1.2877742929348806e-07,3.600924958384056e-07
1,2,9,0,0.8045454545454547,123.0,880.0,693.0,0.0,-1.9,123.0,880.0,0.0,0.6847826086956521,11.66,49.59,0.12,958.0,0.7,91.0,0.0958904109589041,0.9828466811316036,214.45859546968472,4.0193859038208415e-18,6.00078161810213e-17,2.400806766863261e-16,3.7783991138346e-15,2.0369872232886794e-14,6.106556388388763e-14,1.9529901642432186e-13,3.290379535706998e-13,4.119983008163729e-12,1.0568241571820944e-11,2.215921104600381e-11,9.78533844726335e-11,3.37930607654536e-10,1.5056322573791231e-09,4.1837337618479e-09,1.4036169286317536e-08,5.5273812609741136e-08,1.4964009374514299e-07
1,2,10,0,0.7772727272727273,111.0,801.0,524.0,0.0,-1.5,111.0,801.0,0.0,0.5177865612648221,12.45,58.91,0.12,958.0,0.8,71.0,0.0821917808219178,0.9892935292720668,227.04324394402695,1.5989831118255492e-18,2.386744473654138e-17,9.548707842505938e-17,1.502251599663252e-15,8.095964261483558e-15,2.4266200278094033e-14,7.75935965014155e-14,1.3071651930301417e-13,1.6346169767267672e-12,4.189379608347752e-12,8.772421532952859e-12,3.864461274574245e-11,1.3328402516420538e-10,5.91640295743034e-10,1.6374548662507083e-09,5.450954453920386e-09,2.1136028251822833e-08,5.6530976708246325e-08
