Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Solar Azimuth Units,Panel Tilt Units,Panel Azimuth Units,Spectral Data Units,Version
NSRDB,69977,-,-,-,16.56,75.05,0,532,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,degrees,degrees,degrees,W/m^2/um,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Si (BPR),Si (Wacker),Si (Eurosil),"GaAs (Bauhuis et al., 2009)","InGap (Gray, 2008)","InGap (McGambridge, 2011)",CdTe,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle,0.2800 um,0.2805 um,0.2810 um,0.2815 um,0.2820 um,0.2825 um,0.2830 um,0.2835 um,0.2840 um,0.2845 um,0.2850 um,0.2855 um,0.2860 um,0.2865 um,0.2870 um,0.2875 um,0.2880 um,0.2885 um
2020,3,18,18,0,27.5,0,0,0,3,14,0,0,0,0,43.62,-9999,0.15,951,3.3,283,3.3,0,0,0,0,0,0,0,312.15524767552154,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,18,19,0,26.8,0,0,0,0,13.6,0,0,0,0,44.07,-9999,0.15,950,3.2,290,2.9,0,0,0,0,0,0,0,353.1115330429367,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,18,20,0,26.4,0,0,0,0,13,0,0,0,0,43.54,-9999,0.15,949,3.1,302,2.7,0,0,0,0,0,0,0,40.119934339797396,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,18,21,0,26,0,0,0,0,12.6,0,0,0,0,43.33,-9999,0.15,949,3,315,2.3,0,0,0,0,0,0,0,62.713995546472574,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,18,22,0,25.5,0,0,0,0,12.3,0,0,0,0,43.96,-9999,0.15,949,2.9,329,2.1,0,0,0,0,0,0,0,73.69313846705234,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,18,23,0,25,0,0,0,1,12.2,0,0,0,0,44.76,-9999,0.15,949,2.9,341,2,0,0,0,0,0,0,0,80.46157870970552,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,0,0,24.5,0,0,0,3,12.1,0,0,0,0,45.8,-9999,0.15,950,2.8,351,1.7,0,0,0,0,0,0,0,85.50870068579138,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,1,0,25,0,0,0,0,11.8,0,0,0,0,43.75,-9999,0.15,950,2.7,359,2.1,0,0,0,0,0,0,0,89.88463636281023,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,2,0,27.8,92,229,141,3,10.3,92,229,5,141,33.61,77.5,0.15,951,2.7,10,2.9,1.023045942831335,1.0197363908650408,1.0220984910377775,1.0537948302128115,1.0901759105311932,1.086082136339605,1.056996491400867,94.2148967418118,36.909065750571386,90,3.719968674571645e-19,4.642871839469929e-18,2.0262532273211973e-17,5.485940108320259e-16,2.2709419823233928e-15,7.30903820871024e-15,2.3303108514589618e-14,2.8613349710152006e-14,5.584327116040901e-13,1.3777823524341027e-12,2.600377439649676e-12,9.038828128505365e-12,4.332973115356332e-11,1.7425219838061874e-10,5.484696678714197e-10,1.7392862933409003e-09,5.1594096301312375e-09,1.697386761198798e-08
2020,3,19,3,0,31.2,170,465,380,0,9,170,465,0,380,25.27,63.25,0.15,952,2.6,23,3.4,1.0099329088547977,1.0094007419200088,1.008013220046577,1.0236340500094403,1.014589768235383,1.0177279268184922,1.0195204668440878,99.09246523049893,62.955561450115795,90,5.807057253376603e-19,8.586959328310818e-18,3.437134738684923e-17,5.47034194809621e-16,2.91994970486682e-15,8.759981365448781e-15,2.8034236899068433e-14,4.726977004292112e-14,5.917039385696607e-13,1.5182572985479613e-12,3.1466788930619728e-12,1.4024263980108862e-11,4.841007895527203e-11,2.1501731280009218e-10,5.888114872961196e-10,1.9838997450139237e-09,7.693319028735032e-09,2.0585834641979065e-08
2020,3,19,4,0,33.5,215,603,609,3,9,215,603,5,609,22.12,49.2,0.15,952,2.6,23,3.1,1.0049977650207962,1.0019467314757087,1.0066710203215887,1.037960777456278,1.101229762932562,1.0967046028637726,1.0445082152417315,105.42311732285111,48.158313671153294,90,2.4280518812614933e-18,2.9976185363855e-17,1.3253803486963486e-16,3.621352038777104e-15,1.4997228192337052e-14,4.840691471944144e-14,1.548961600285752e-13,1.8724668653433933e-13,3.744812911937114e-12,9.2870766542275e-12,1.7388865829410354e-11,6.1507515349682e-11,2.9693785756487715e-10,1.206989875193815e-09,3.831906282178697e-09,1.2365627765972865e-08,3.8029695640831964e-08,1.2707670337335238e-07
2020,3,19,5,0,35.3,241,685,797,3,8.9,259,658,3,793,19.99,35.69,0.15,951,2.6,14,2.6,0.9977733273127074,0.994903407449353,1.0002865200858886,1.028425563532406,1.0969647567534178,1.0914720501519517,1.0365512291648649,115.18239218540845,33.02747751637597,90,8.971239030935703e-18,1.2137953781713717e-16,5.362880852221075e-16,1.433742248517541e-14,6.541665769658872e-14,2.159448251518354e-13,7.242020190995707e-13,1.0206442263727593e-12,1.9628231201188553e-11,5.276185792016307e-11,1.1379507943835934e-10,5.055138155422522e-10,2.1184315653570893e-09,9.927871406709527e-09,3.096669781324516e-08,1.1219571619244095e-07,4.5465946655589496e-07,1.3762289559155157e-06
2020,3,19,6,0,36.7,241,750,927,0,9,241,750,0,927,18.59,23.73,0.15,950,2.6,360,2,0.9923398459259837,0.9908889588814006,0.9935315498576347,1.0109358693001502,1.052531261200518,1.0504054651264376,1.0147609606236012,133.83824791542264,17.58938032088524,90,1.7293428517743506e-16,2.838033267468522e-15,1.1696669317919875e-14,2.0163770747876918e-13,1.130753293910167e-12,3.4999953830624484e-12,1.1588130851390013e-11,2.004743791187025e-11,2.6305075512007885e-10,6.949299670451041e-10,1.4687930966900986e-09,6.580968640893478e-09,2.290450531988474e-08,1.0227690246199032e-07,2.810525279912704e-07,9.387393802363166e-07,3.5661530031987628e-06,9.408434464682315e-06
2020,3,19,7,0,37.5,246,771,983,0,8.9,246,771,0,983,17.72,17,0.15,949,2.5,342,1.7,0.9906792777062653,0.9893157036440058,0.9920640064213961,1.008078572378247,1.05053037564498,1.0481468931800648,1.0122706809231152,173.58330278738254,1.9568358715047935,90,8.804372027510985e-16,1.3137717249896764e-14,5.2553131467326254e-14,8.204866908482628e-13,4.3420066096782705e-12,1.2913328094004518e-11,4.1150281259775796e-11,6.929518176083862e-11,8.247663087040865e-10,2.066273093518009e-09,4.150581980515589e-09,1.750474608092286e-08,5.9473722046693225e-08,2.522101587014752e-07,6.714038325444193e-07,2.122423966444769e-06,7.576333450656797e-06,1.9340580777307856e-05
2020,3,19,8,0,38,228,780,955,0,8.7,228,780,0,955,17,21.27,0.15,948,2.5,324,1.7,0.9911760376111504,0.9897178906503936,0.9925697474120961,1.009421776119664,1.053148146207878,1.0506576880878598,1.0137375430062399,218.75079416684974,13.696510674759438,270,3.382361898879218e-16,5.33021985123893e-15,2.1791579766499306e-14,3.6052893140879896e-13,1.9859775347399743e-12,6.023119111353842e-12,1.9705746479259618e-11,3.362555134441219e-11,4.260483481252999e-10,1.09809404536266e-09,2.2735274202162207e-09,9.946742337932832e-09,3.4287693141993566e-08,1.5001672494226027e-07,4.082413472405193e-07,1.3295586105384865e-06,4.926616429165756e-06,1.2824280872233567e-05
2020,3,19,9,0,38.1,203,771,854,0,8.3,203,771,0,854,16.4,32.46,0.15,947,2.5,310,1.7,0.9934903656283443,0.9918838806756117,0.9946426786735246,1.0132289783252555,1.0565288216053335,1.0542249557652639,1.0172014769094802,241.4514230308888,29.18995655314432,270,1.6878477167222934e-17,2.7931432148603355e-16,1.1708119756364177e-15,2.112257685473178e-14,1.245584568292516e-13,3.9567517245669394e-13,1.376179886176168e-12,2.417842072268066e-12,3.6121239016634226e-11,1.0096776194918338e-10,2.2944676045651414e-10,1.1266068564019889e-09,4.0712022734217395e-09,1.971181752425723e-08,5.8005792119479546e-08,2.0934087379292407e-07,8.871160940992375e-07,2.484288855536791e-06
2020,3,19,10,0,37.8,180,719,683,0,7.6,180,719,0,683,15.92,45.72,0.15,946,2.4,300,1.8,0.9978672744917514,0.9963040124770453,0.9983108704174041,1.0175253331444432,1.053256507591641,1.0519276140646414,1.019974548046516,252.70457555954857,44.39300205237852,270,3.823211961210689e-18,5.72000189349815e-17,2.267176701704039e-16,3.616513453455388e-15,1.9328895714458238e-14,5.808782543856246e-14,1.8620836340473042e-13,3.142547837830575e-13,3.97441507051597e-12,1.0266735930260117e-11,2.14984951605434e-11,9.659206554506556e-11,3.36694584268061e-10,1.5354698630906268e-09,4.3605651800855735e-09,1.5186094168292895e-08,6.353572378614582e-08,1.7904551700797338e-07
2020,3,19,11,0,36.9,152,603,457,0,7,152,603,0,457,16.05,59.67,0.15,946,2.4,292,2,1.0061459770622914,1.0048369085940696,1.0052828066862314,1.0249283272831318,1.0414077380453477,1.0421478909838955,1.0241919750711788,259.6519259879585,59.25907872104334,270,1.0291795326666493e-18,1.537939467504999e-17,6.092942261029785e-17,9.700694784274798e-16,5.1760047697454516e-15,1.5532493269886646e-14,4.968770477309137e-14,8.375546613017834e-14,1.0493522648665638e-12,2.6921314172086285e-12,5.5784748489479605e-12,2.4612717063307978e-11,8.495429413568368e-11,3.7750401250455247e-10,1.0454340129796033e-09,3.4853651986643966e-09,1.352785239235822e-08,3.621776800443532e-08
2020,3,19,12,0,35,103,389,211,0,7.8,103,389,0,211,18.79,73.89,0.15,947,2.4,285,1.8,1.0181228424620659,1.0182668923547118,1.0151976256923605,1.0253794099827525,0.9819648642816506,0.9861965848576396,1.0185463610103709,264.8047843513507,61.043400797606736,270,3.328348292444218e-19,4.917418469053054e-18,1.9673112699544367e-17,3.0957015071430427e-16,1.6688035959665893e-15,4.950670876539184e-15,1.6002607613228215e-14,2.6969733208454457e-14,3.3720986906608054e-13,8.643643658414937e-13,1.789936747084796e-12,7.88664024463214e-12,2.7206617974395385e-11,1.20687638813287e-10,3.3398809347128347e-10,1.111268425038464e-09,4.302717989166561e-09,1.1506631371141278e-08
2020,3,19,13,0,32.8,12,29,13,0,8.4,12,29,0,13,22.2,-9999,0.15,947,2.4,277,2.1,0,0,0,0,0,0,0,269.2370281839605,5.033762752611267,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,14,0,30.9,0,0,0,0,8.5,0,0,1,0,24.86,-9999,0.15,948,2.4,278,2.8,0,0,0,0,0,0,0,273.5858775910768,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,15,0,28.8,0,0,0,0,8.4,0,0,0,0,27.86,-9999,0.15,949,2.4,280,2.8,0,0,0,0,0,0,0,278.4470620887532,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,16,0,27.4,0,0,0,0,8.5,0,0,0,0,30.46,-9999,0.15,950,2.3,283,2.9,0,0,0,0,0,0,0,284.72215558295426,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,17,0,26,0,0,0,3,8.7,0,0,0,0,33.41,-9999,0.15,950,2.3,288,2.5,0,0,0,0,0,0,0,294.38365297810174,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,18,0,24.7,0,0,0,3,8.8,0,0,0,0,36.3,-9999,0.15,950,2.2,296,2.1,0,0,0,0,0,0,0,312.9948892029512,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,19,0,23.7,0,0,0,3,8.8,0,0,0,0,38.79,-9999,0.15,950,2.2,301,1.8,0,0,0,0,0,0,0,353.5276291130473,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,20,0,22.9,0,0,0,1,9,0,0,0,0,41.18,-9999,0.15,949,2.2,304,1.6,0,0,0,0,0,0,0,39.597874562991365,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,21,0,22.2,0,0,0,0,9.3,0,0,0,0,43.66,-9999,0.15,949,2.1,306,1.5,0,0,0,0,0,0,0,62.15504560049624,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,22,0,21.5,0,0,0,0,9.4,0,0,0,0,46.15,-9999,0.15,949,2.1,309,1.4,0,0,0,0,0,0,0,73.22435115906217,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,19,23,0,20.9,0,0,0,1,9.5,0,0,0,0,48.19,-9999,0.15,949,2,313,1.3,0,0,0,0,0,0,0,80.05605392018009,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,0,0,20.4,0,0,0,1,9.6,0,0,0,0,49.76,-9999,0.16,950,2,318,1.3,0,0,0,0,0,0,0,85.1379207743575,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,1,0,21.7,0,0,0,1,9.5,0,0,0,0,45.79,-9999,0.16,950,1.9,323,2.1,0,0,0,0,0,0,0,89.5264076158619,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,2,0,25.3,67,460,168,0,8.9,67,460,0,168,35.37,77.32,0.16,951,1.9,326,2.8,1.0209185152959064,1.020687174430614,1.0182337531409082,1.0280644776755914,0.9879699912993727,0.9904217993398658,1.0227370148037922,93.84967904186209,37.68358823113029,90,4.463353597616431e-19,6.6544050500719e-18,2.6333466818304208e-17,4.181209228319852e-16,2.227689313654317e-15,6.673033280006899e-15,2.1311857171258288e-14,3.6289344318944776e-14,4.480208887427061e-13,1.1471540182290635e-12,2.3980933271644245e-12,1.0549981116109206e-11,3.636160413675419e-11,1.6106156821762554e-10,4.40300713435933e-10,1.4787968757724789e-09,5.716007000393785e-09,1.525906938890689e-08
2020,3,20,3,0,30.9,100,714,424,0,4.4,100,714,0,424,18.7,63.06,0.16,952,1.9,334,3.6,1.0047453128698463,1.0032322275773764,1.0042992169578775,1.0224974832832199,1.0459375886951385,1.0452120939322305,1.0233627066340356,98.69937717094763,62.782815394663444,90,9.393107650085192e-19,1.389853447669495e-17,5.562865723855415e-17,8.861550695035917e-16,4.732312323993013e-15,1.4200323289972171e-14,4.545908332748278e-14,7.665035180260233e-14,9.60903215895439e-13,2.46738000923226e-12,5.1175918754391635e-12,2.283419723215569e-11,7.884428756717409e-11,3.5060798363682363e-10,9.60789258053539e-10,3.2415185625477523e-09,1.2595929847850865e-08,3.37444499759324e-08
2020,3,20,4,0,34.1,115,841,667,0,2.2,115,841,0,667,13.35,48.98,0.16,952,1.8,334,3.5,0.9943461102247715,0.9927697670351238,0.9953328347360586,1.0111974706853237,1.0532133877135315,1.0504468779590246,1.0153183834064063,104.97629552370097,47.99962225542915,90,3.717225430872268e-18,5.5014302389588576e-17,2.202193505847671e-16,3.5101362427669574e-15,1.8752360170495267e-14,5.627940783954043e-14,1.8024364114603814e-13,3.039543007089921e-13,3.819149981133955e-12,9.820449174339835e-12,2.0417266148801266e-11,9.149680622816252e-11,3.1666307439221066e-10,1.4176801100229171e-09,3.913723367645286e-09,1.338307437207626e-08,5.34187062191211e-08,1.4606415341993858e-07
2020,3,20,5,0,36.1,124,907,863,0,1.8,124,907,0,863,11.61,35.43,0.16,951,1.8,331,3.1,0.9885479373292994,0.9869872439393259,0.9904030002756989,1.004857149428034,1.0553719678431612,1.05145597413339,1.0107839280962458,114.65408345181476,32.889408348464784,90,1.3234351682358089e-17,2.074094252225805e-16,8.406053172174307e-16,1.4364658323957373e-14,8.100274263182289e-14,2.533630583387679e-13,8.539952996897243e-13,1.4953450071061429e-12,2.1415316789813723e-11,5.926382328492053e-11,1.3491053752321782e-10,6.63064092983727e-10,2.4000142073527476e-09,1.1728296539190106e-08,3.462092386416266e-08,1.2782316437779523e-07,5.565815595260595e-07,1.5837892487517936e-06
2020,3,20,6,0,37.4,153,900,979,3,2,283,714,3,939,11,23.39,0.16,950,1.8,323,2.9,0.9901226026735322,0.9880852155143178,0.9930628784612654,1.0105455393610212,1.0749808262269551,1.069172962318308,1.0191066015331192,133.28369686568556,17.477896804394362,90,2.0891282918408095e-16,3.3478055645145128e-15,1.3885012479202536e-14,2.5632142484545417e-13,1.37704372106668e-12,4.294944257388797e-12,1.4124122502770306e-11,2.3646798006934175e-11,3.2214956541467034e-10,8.490930932741913e-10,1.7675475114917498e-09,7.720449846429722e-09,2.7610907210351697e-08,1.2157424044442532e-07,3.3679871431765794e-07,1.1183470096667988e-06,4.139652341159864e-06,1.1089947524090795e-05
2020,3,20,7,0,38.2,153,916,1031,0,2.4,153,916,0,1031,10.86,16.6,0.16,949,1.8,311,2.7,0.9849753411897019,0.9836442483498969,0.9872334271980061,0.9993770513733031,1.0508586429129212,1.046716400878577,1.0058117644544309,173.69104229345248,1.8761328986167598,90,1.0420122936679333e-15,1.546283636765877e-14,6.169996206356302e-14,9.595757848863322e-13,5.067570157575704e-12,1.5032930459849694e-11,4.774501938498402e-11,8.039526234467704e-11,9.52044335415112e-10,2.3809811922781765e-09,4.771578974627161e-09,2.0087902671961937e-08,6.816372165553172e-08,2.886179053285562e-07,7.664229626773754e-07,2.420938852197216e-06,8.622666501923301e-06,2.198707487174958e-05
2020,3,20,8,0,38.6,150,912,1001,0,2.7,150,912,0,1001,10.85,21,0.16,947,1.8,300,2.9,0.9855492491332388,0.9841811322819217,0.9877372607973852,1.0002647591292457,1.0516161033939035,1.047518451603428,1.0066087624258533,219.5765934398833,13.745130233410578,270,3.971716896889418e-16,6.232463641598078e-15,2.5405795388673553e-14,4.1861964904767554e-13,2.2974003852512866e-12,6.960644698438707e-12,2.2704106258693972e-11,3.872769897836039e-11,4.879716176288873e-10,1.2553668257599075e-09,2.5945796603158644e-09,1.132506310738186e-08,3.900745010913245e-08,1.7025943932866829e-07,4.6245521884810094e-07,1.5044834105321592e-06,5.561605141602684e-06,1.446785450552548e-05
2020,3,20,9,0,38.5,149,875,889,0,2.9,149,875,0,889,11.04,32.31,0.16,946,1.8,292,3.3,0.9882899865945426,0.986908885264174,0.9900434239548298,1.0033051537665612,1.0509510019957118,1.0474369772770418,1.0087612044948449,242.14836188207073,29.208486670954073,270,2.1870238084384604e-17,3.6059604602286146e-16,1.4919375408769832e-15,2.6749154698424986e-14,1.550246323314245e-13,4.931978644991062e-13,1.6902181119196893e-12,2.9592463727265695e-12,4.353450704202552e-11,1.2082492334209828e-10,2.724924532996164e-10,1.3268835525139505e-09,4.779041658228076e-09,2.3001595385801183e-08,6.730467761901484e-08,2.4169919296947477e-07,1.0175356601251948e-06,2.8375272108635473e-06
2020,3,20,10,0,37.8,137,816,708,0,3.1,137,816,0,708,11.68,45.63,0.16,946,1.9,287,3.9,0.9938540820196774,0.9923306981279525,0.9948689671828539,1.0107935359896665,1.052591798498342,1.050002682869405,1.0148023084780793,253.2520749843041,44.38620222220459,270,4.651285239822959e-18,6.96090949329355e-17,2.759057187574374e-16,4.403040105033955e-15,2.3536568026765144e-14,7.074371675740324e-14,2.2679275253025478e-13,3.8277361778729815e-13,4.842448536906424e-12,1.250769351727735e-11,2.618236899785996e-11,1.1756056343781913e-10,4.0955083716423147e-10,1.8649997442521936e-09,5.287990396955015e-09,1.8365528084590115e-08,7.643569435074103e-08,2.1461215413577765e-07
2020,3,20,11,0,36.3,118,707,475,0,3.7,118,707,0,475,13.16,59.61,0.16,946,2,285,4.6,1.002925194532296,1.0014275633738476,1.0026893699647053,1.0210061677896378,1.0473643388669782,1.0465795091334147,1.0221876010604452,260.11235736603277,59.23340962137757,270,1.2836923568771229e-18,1.918888666934638e-17,7.603340853063784e-17,1.2109085493621447e-15,6.4631937360265906e-15,1.9398033846711665e-14,6.207178014378641e-14,1.0464570586020066e-13,1.3120522416974136e-12,3.3674492391331168e-12,6.980807238896205e-12,3.0817377063491794e-11,1.0640123605162099e-10,4.730754671904489e-10,1.3108585797842672e-09,4.373126240073821e-09,1.6991426174673162e-08,4.552258971450605e-08
2020,3,20,12,0,33.7,83,497,221,0,4.6,83,497,0,221,16.2,73.84,0.16,947,2.1,284,4.8,1.0174794786327148,1.0167745083888264,1.0152550294024603,1.030575799292427,1.010885471073584,1.0131404319250628,1.0264218019345521,265.2203972773603,61.58614086461482,270,3.8662659658338056e-19,5.7145174615533876e-18,2.2863361789015538e-17,3.5994979134810323e-16,1.940822214476145e-15,5.759221083015405e-15,1.8619346027498045e-14,3.138458572283003e-14,3.9267625231439355e-13,1.006873256164956e-12,2.086057560324967e-12,9.196475189225726e-12,3.1734042913767414e-11,1.4084510787369604e-10,3.8992379792284076e-10,1.2983448812144119e-09,5.031812883880114e-09,1.3464948310972513e-08
2020,3,20,13,0,30.5,13,53,15,0,5.7,13,53,0,15,21,-9999,0.16,948,2.1,282,4.9,0,0,0,0,0,0,0,269.63710000219135,5.1320350202935,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,14,0,28.6,0,0,0,0,6.7,0,0,1,0,25.11,-9999,0.16,949,2.1,281,5.1,0,0,0,0,0,0,0,273.9953774142971,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,15,0,26.7,0,0,0,0,7.6,0,0,0,0,29.83,-9999,0.16,950,2,282,4.7,0,0,0,0,0,0,0,278.8935776333282,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,16,0,25.3,0,0,0,0,8.3,0,0,0,0,34.02,-9999,0.16,950,1.9,287,4.1,0,0,0,0,0,0,0,285.2439856814498,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,17,0,24.2,0,0,0,0,9,0,0,0,0,38.03,-9999,0.16,950,1.8,291,3.6,0,0,0,0,0,0,0,295.039387985651,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,18,0,23.2,0,0,0,0,9.8,0,0,0,0,42.64,-9999,0.16,950,1.8,294,3.4,0,0,0,0,0,0,0,313.81963616435246,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,19,0,22.2,0,0,0,0,10.7,0,0,0,0,48.04,-9999,0.16,949,1.7,297,3.2,0,0,0,0,0,0,0,353.9269121146149,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,20,0,21.3,0,0,0,0,11.5,0,0,0,0,53.55,-9999,0.16,949,1.7,300,2.9,0,0,0,0,0,0,0,39.09393784313886,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,21,0,20.4,0,0,0,0,12.1,0,0,0,0,58.98,-9999,0.16,949,1.7,304,2.5,0,0,0,0,0,0,0,61.60519383079526,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,22,0,19.6,0,0,0,0,12.5,0,0,0,0,63.62,-9999,0.16,948,1.7,309,2,0,0,0,0,0,0,0,72.75964012103697,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,20,23,0,18.8,0,0,0,0,12.8,0,0,0,0,68.03,-9999,0.16,949,1.7,313,1.6,0,0,0,0,0,0,0,79.6525641604727,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,21,0,0,18.2,0,0,0,0,12.9,0,0,0,0,71.23,-9999,0.16,949,1.7,316,1.4,0,0,0,0,0,0,0,84.76817187039512,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,21,1,0,19.3,0,0,0,1,12.9,0,0,0,0,66.61,-9999,0.16,950,1.7,320,2.3,0,0,0,0,0,0,0,89.16856521976058,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,21,2,0,23,69,461,171,0,11.9,69,461,0,171,49.52,77.13,0.16,951,1.7,329,2.5,1.0195774734947671,1.0194235479816716,1.0170083755692008,1.0249186650030915,0.9864546093279699,0.9887102649007784,1.01987006620516,93.48426042712475,38.47829317869907,90,4.4718056323809e-19,6.667425261935365e-18,2.638576875578375e-17,4.189810157561859e-16,2.2323826828326292e-15,6.687203166594096e-15,2.1358409905523202e-14,3.6369549112741154e-14,4.4905573375548703e-13,1.1497253403243288e-12,2.4036616736317407e-12,1.0575303905318585e-11,3.644642527572349e-11,1.6144913679109342e-10,4.413776782973548e-10,1.4825663575017643e-09,5.731124139912282e-09,1.5300492558054048e-08
2020,3,21,3,0,29,104,711,428,0,5.3,104,711,0,428,22.28,62.86,0.16,952,1.6,346,3.8,1.0026482085964885,1.0014974548246378,1.0022614520912014,1.0158383549623418,1.0359624524555837,1.0352532843575957,1.0166260432024987,98.30529759433733,62.60995560891707,90,9.682516028477733e-19,1.43271626064266e-17,5.735191621357436e-17,9.136417543844081e-16,4.87908748150776e-15,1.4641011752593684e-14,4.6872043026306465e-14,7.902331688725393e-14,9.907401253838673e-13,2.544014407054252e-12,5.276878903408225e-12,2.3546190333024666e-11,8.130448072454342e-11,3.6155931136778416e-10,9.909745210066228e-10,3.343499684236867e-09,1.2992236302779005e-08,3.4808413416368944e-08
2020,3,21,4,0,32.5,125,825,669,0,2.4,125,825,0,669,14.86,48.77,0.16,952,1.6,348,3.6,0.9930718645233821,0.9917546578074334,0.9940188676666645,1.0069042942192603,1.0462251385040802,1.0436091793322309,1.0107909695240662,104.52699592922994,47.840916916066014,90,3.652081375484583e-18,5.4053106998720155e-17,2.1637029337070259e-16,3.4486099727607275e-15,1.8422782144627638e-14,5.5295064284158496e-14,1.7707446270310326e-13,2.9860370897747507e-13,3.7521716586770365e-12,9.649764670407442e-12,2.0065905814969203e-11,8.995178697056862e-11,3.1138007385006596e-10,1.3949963023931577e-09,3.853564898152682e-09,1.3191497018322433e-08,5.277112992079354e-08,1.4453950677369803e-07
