City,Model,MAE,RMSE,R2
Mumbai_cleaned_data.csv,XGBoost,0.002391773338149436,0.005841283688789144,0.9995390899171113
Mumbai_cleaned_data.csv,RandomForest,0.0015895845124815132,0.0054092543893500215,0.999604747683759
Pune_cleaned_data.csv,XGBoost,0.002131698988491132,0.005305180354183257,0.9995876395536526
Pune_cleaned_data.csv,RandomForest,0.001376310634865763,0.004733024529378478,0.999671788188507
Aurangabad_cleaned_data.csv,XGBoost,0.0016445349348929974,0.0037631400895392526,0.9998298936463796
Aurangabad_cleaned_data.csv,RandomForest,0.0012103776808506301,0.006924034867569045,0.9994241116996192
Nagpur_cleaned_data.csv,XGBoost,0.00267043482414721,0.006102833748650415,0.9995483999319966
Nagpur_cleaned_data.csv,RandomForest,0.0019417370611516643,0.005405145163324661,0.9996457534377423
